Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Tohfa Mohabbat Ka,1988,150,5.7,28,"Drama, Romance",hindi
Nishedhagne,2009,126,6.9,24,Drama,kannada
Dasiputra,1949,126,6.9,24,Drama,bengali
Sesh Parba,1972,126,6.9,24,Drama,bengali
Chellapillai,1955,137.5,6.4,10,Unknown,tamil
Kashmoraa,1990,112,6.8,23,Horror,telugu
Happy,2006,152,7,2643,"Action, Comedy, Drama",telugu
Kaul De Khanderaya,1972,126,6.9,24,Drama,marathi
Shera Te Babbra,1976,137,5.5,21,Action,punjabi
Kuldip Patwal: I Didn't Do It!,2017,128,6.7,609,"Crime, Drama, Mystery",punjabi
Agraja,2014,137.5,6.9,21,Unknown,kannada
Ayomayam Apartment,2018,137.5,6.4,10,Unknown,telugu
Akka Bhagunavaa,1996,130,6.1,42,Comedy,telugu
Oru Yuga Sandhya,1986,137.5,6.4,10,Unknown,malayalam
Ghar,2019,104,5,22,Horror,nepali
Dharatikamp,1934,137.5,6.4,10,Unknown,hindi
Virana,2006,72,5,22,Horror,hindi
Prem Nagar,1974,200,6.3,112,"Drama, Musical, Romance",hindi
Chhoti Chhoti Baatein,1965,126,7.1,17,Drama,hindi
Sada Suhagan,2007,40,6.5,18,Family,urdu
Sharif Badmash,1975,147,7.15,38.5,"Drama, Musical",punjabi
Selima,1935,137.5,6.4,10,Unknown,hindi
Badili,1995,129,6.9,24,Drama,telugu
Pasban (The Caretaker),2017,16,7.8,10,"Short, Drama",urdu
Nenjathai Allitha,1984,124,6.5,18,Family,tamil
Jyot Jale,1973,126,6.9,24,Drama,hindi
Lucifer,2019,175,7.5,7713,"Action, Crime, Drama",tamil
Nana,2012,120,6,32,Thriller,marathi
Thalakkonam,2014,126,6.9,24,Drama,tamil
Bhranta Pathik,1993,126,6.9,24,Drama,bengali
Soitan Manush,1996,137,5.5,21,Action,bengali
Bhalobasa,1955,126,7.2,9,Drama,bengali
Sachcha Sapna,1942,137.5,6.4,10,Unknown,hindi
Main Hoon Akela,2011,129,5.5,21,Action,hindi
Falsafa,2019,135,7.1,16,"Action, Drama, Thriller",hindi
Hum Junglee Hain,1973,137,5.5,21,Action,hindi
Thalappavu,2008,126,7.3,257,Drama,malayalam
Ziddi Aashiq,2013,147,6.7,7,"Action, Romance",bhojpuri
Sheet Bikel,1964,126,6.9,24,Drama,bengali
Ras Vilas,1932,137.5,6.4,10,Unknown,hindi
Chakkara Viyugam,2008,120,6,32,Thriller,tamil
1-Dec,2014,98,7.9,18,Drama,kannada
Sainika,2002,150,7.1,17,"Action, Drama",kannada
Monishaa en Monalisa,1999,130,4.4,43,"Musical, Romance",tamil
Death at the Doorstep,1998,120,6.1,17,"Drama, Romance",tamil
Anandamanandamaye,2004,133,5.1,12,Romance,telugu
Antor Jala,2017,144,5,23,"Action, Drama",bengali
Doraemon: Nobita no Nihon tanjô,1989,102,6.7,256,"Animation, Adventure, Family",hindi
Shunyo É Bukey,2005,120,7.1,64,Drama,bengali
Pippa,2021,122.5,7.3,18.5,War,hindi
London Paris New York,2012,100,5.7,3668,Romance,hindi
Buddha 1936,1936,126,6.9,24,Drama,hindi
Ramshastri Ka Nyay,1956,137.5,6.4,10,Unknown,hindi
Snehaveedu,2011,155,5.7,532,"Drama, Family",malayalam
Bandagi,1972,130,6.6,10,Musical,hindi
Satyameva Jayate,2000,141,5.2,84,"Crime, Thriller",malayalam
Manam,2020,45,9.3,16,Drama,tamil
Ponnu Oorukku Pudhusu,1979,137.5,6.4,10,Unknown,tamil
Deep Jweley Jai,1959,132,7.7,148,"Drama, Romance",bengali
Saahasam,1981,137.5,6.4,10,Unknown,malayalam
Adrushyam,2015,97,6.9,24,Drama,telugu
Robin Hood: Prince of Thieves,2009,142,5.7,342,"Action, Drama, Thriller",malayalam
Maari 2,2018,143,5.6,2235,"Action, Comedy",tamil
Munda Naram Te Kudi Garam,1986,137.5,6.4,10,Unknown,punjabi
My Autograph,2006,185,7.3,272,"Drama, Musical, Romance",kannada
Yogi,2009,144,6.8,71,"Action, Drama",tamil
Ramanujacharya,1989,137.5,7.6,10,Unknown,tamil
Bobanum Moliyum,1971,137.5,6.4,10,Unknown,malayalam
Dostana 2,2021,130,6.1,42,Comedy,hindi
Inspector Pratap,1988,137,6.6,8,Action,hindi
Vasanthalakshmi,1978,167,6.4,10,Unknown,kannada
Jeeja Sali,1985,110,6.7,9,Comedy,punjabi
K.J. Yesudas: Laksharchana Kandu Madangumbol,1974,4,8,17,"Short, Music",malayalam
Super Da,2004,130,6.9,24,Drama,tamil
Thommanum Makkalum,2005,118,6.6,570,"Action, Comedy, Drama",malayalam
Pourasham,1983,137.5,6.4,10,Unknown,malayalam
Gilli Gilli Atta,2005,130,6.1,42,Comedy,hindi
Hotat biye,2020,60,6.2,31,Romance,bengali
Miss U Mister,2019,120,8.4,24,"Drama, Romance",marathi
Ek Baat Raat Ki,2004,120,6,32,Thriller,hindi
Chausar,2018,85,6.4,82,Drama,hindi
Insaf,2015,137.5,6.4,10,Unknown,punjabi
Bhojpuriya Raja,2016,137,4.4,8,"Action, Drama",bhojpuri
Shubha Milana,1987,136,6.4,10,Unknown,kannada
Kafar,1967,137.5,6.4,10,Unknown,punjabi
Saaransh,1984,137,8.2,1751,Drama,hindi
Kailashpati,1962,137.5,6.4,10,Unknown,hindi
Pagri Sanbhal Jatta,1968,137.5,6.4,10,Unknown,punjabi
Phagun,1958,153,6.6,35,"Comedy, Drama, Musical",hindi
Daisy,1988,126,7.1,74,Drama,malayalam
Ghar Ho To Aisa,1990,155,6,352,Drama,hindi
Koina Mur Dhunia,2001,136,6.7,61.5,"Drama, Romance",assamese
Poomazhai Pozhiyudu,1987,140,6.9,24,Drama,tamil
Shopner Desh,2005,100,6.5,11,"Crime, Drama",bengali
Tahqiqaat,1993,139,5.5,25,"Crime, Mystery",hindi
Dattha,2006,146,6.9,24,Drama,kannada
Oronnonnara Pranayakadha,2019,131,7.2,8,Romance,malayalam
Munthanai Mudichu,1983,150,7,175,Drama,tamil
Pandian,1992,149,5.2,202,"Action, Crime",tamil
Dagudumootha Dandakor,2015,132,6.7,10,"Drama, Family",telugu
Kappal,2014,156,6,426,"Comedy, Romance",tamil
Peranbu,2018,147,8.9,13194,Drama,tamil
Satte Pe Satta,1982,160,7.2,3091,"Action, Comedy, Drama",hindi
Private Secretary,1962,132,5.4,5,"Drama, Family",hindi
The Power Of Vardi,2017,137,5.5,21,Action,hindi
Challo Driver,2012,95,5.9,179,Comedy,hindi
Ken: The Super Hero,2018,95,6.45,14,Adventure,bengali
Dhehi - Her soul never surrendered,2019,110,5.5,21,Action,kannada
Haathi Ka Anda,2002,75,6.7,10,Adventure,hindi
Sundaattam,2013,129,3,8,Unknown,tamil
Marutirtha Hinglaj,1959,121,8,51,Adventure,bengali
Ugadi,1997,133,6.2,31,Romance,telugu
Zunz,1975,137.5,6.4,10,Unknown,marathi
2 Little Indians,2013,124,5.6,14,"Comedy, Family",hindi
Devi Navagraha Nayaki,1986,137.5,6.4,10,Unknown,telugu
Ghar Ghar Mein Diwali,1955,122,6.6,282.5,"Crime, Drama, Mystery",hindi
Ghulami,2015,137,5.5,21,Action,bhojpuri
Nage Habba,2006,126,6.9,24,Drama,kannada
5 Rupees,2018,137.5,6.4,10,Unknown,hindi
Mohafiz,1998,137.5,5.7,15,Unknown,urdu
BSF R Vauna,2020,24,8.5,16.5,"Short, Romance",assamese
The Farm: En Veettu Thottathil,2017,120,7.7,178,Thriller,tamil
Nammurali,2017,90,6.7,61.5,"Drama, Romance",kannada
Hairaan,2017,137,5.5,21,Action,nepali
Kali Kalam,1990,126,6.9,24,Drama,tamil
Hospital,1960,164,6.1,10,Drama,bengali
Padduram,2011,124,6.4,89,"Comedy, Family",hindi
Chokka Thangam,2003,160,6.3,23,Drama,tamil
Leeludi Dharti,1968,138,6.9,24,Drama,gujarati
Ajja,2018,123,6,32,Thriller,kannada
Chapters,2012,107,6.4,208,Drama,malayalam
Kamuki,2018,122,4.2,220,Romance,malayalam
Foser Villy,2017,117,6.3,94,"Comedy, Drama",hindi
Purbo Poschim Dokkhin Uttor Ashbei,2019,120,6,32,Thriller,bengali
Nishijapon,2005,140,7.1,174,Drama,bengali
Chha-e Chhuti,2009,130,5.6,37,Comedy,bengali
Kya Tum Ho,2006,104,6.9,24,Drama,hindi
Silasasanam,1990,137,5.5,21,Action,telugu
Meeradha,2016,133,6.6,19,Romance,hindi
Katha Kathmandu,2018,136,6.5,8,"Drama, Romance",nepali
Housefull 4,2019,145,3.4,10190,"Action, Comedy, Drama",hindi
Naan Paadum Paadal,1984,137.5,5.6,13,Unknown,tamil
Major Saheb,2002,137,6.5,8,Action,bengali
Rashichakra: Tula,2010,126,6.9,24,Drama,marathi
Iruvar Ullam,1963,165,7,20,Unknown,tamil
Dark Night,2001,120,6,32,Thriller,hindi
Missing Boy,2019,106,6.5,8,"Adventure, Drama, Family",kannada
Sat Number Bari,1946,126,6.9,24,Drama,bengali
Bheemasena Nalamaharaja,2020,140,6.6,609,Drama,kannada
Sukhamano Daveede,2018,122,5.8,39,"Comedy, Drama",malayalam
Bucket List,2018,150,6.1,559,Family,marathi
Ganwaar,1970,146,5.9,40,"Drama, Family, Musical",hindi
Cheluveye Ninna Nodalu,2010,130,6.2,31,Romance,kannada
Sajjan Be Parwah,1980,137.5,6.4,10,Unknown,urdu
Gotakhor,2021,126,6.9,24,Drama,hindi
Dangar Doctor Jelly,2017,132,5.5,81,"Comedy, Drama, Family",punjabi
Kids Rights,2014,94,8.8,24,"Documentary, Drama, Family",nepali
Adrustam,2002,150,4.4,30,Romance,telugu
Paka,2020,13,6.1,42,Comedy,malayalam
Silukkuvarupatti Singam,2018,134,5.4,421,"Comedy, Drama",tamil
Bolo Dugga Maiki,2017,158,5.2,165,Romance,bengali
Bhallu Sardar,2012,126,6.9,24,Drama,bengali
Damul,1985,106,6.8,124,Drama,hindi
Chiri,2021,123,4.3,20,Comedy,malayalam
Drishtant,2021,124,6.5,106,"Drama, Thriller",marathi
Ammalakkalu,1953,187,6.4,10,Unknown,telugu
Antarala,1983,115,6.4,10,Unknown,kannada
Maatraan Thotathu Malligai,1980,100,6.4,10,Unknown,tamil
Main Qatil Hoon,1984,120,6,32,Thriller,hindi
The Guitar,2008,95,6.5,2933,"Drama, Music, Romance",punjabi
Lasafot,2018,137.5,6.4,10,Unknown,hindi
Bujjigadi Babai,1990,128,6.9,24,Drama,telugu
Jio Pagla,2017,154,5,106,"Comedy, Romance",bengali
Shurjo Uthar Age,1970,132,6.6,25,"Drama, Family",bengali
Ramkahani,2018,144,5.5,20,"Comedy, Horror, Romance",nepali
Jadu Nagri,1940,137.5,6.4,10,Unknown,hindi
Yaar Yaaran De,1982,137,5.5,21,Action,punjabi
Boys,,137.5,6.4,10,Unknown,kannada
Prathikara Jwala,1985,81,6.4,10,Unknown,malayalam
Joshe Islam,1939,137.5,6.4,10,Unknown,hindi
Chhote Nawab,1961,140,5.5,23,"Comedy, Drama, Romance",urdu
Param Dharam,1987,125,6.1,21,"Action, Crime, Drama",hindi
Premache Nate,2017,133,6.2,31,Romance,marathi
Ek Daku Saher Mein,1985,133,3.8,5,Action,hindi
Khara Khota,1981,126,6.9,24,Drama,hindi
Time Out,2015,98,6,331,"Drama, Family, Music",hindi
Manjal Mugame Varuga,1975,137.5,6.4,10,Unknown,tamil
Triple Seat,2019,126,6,114,"Family, Romance",marathi
Toonpur Ka Superrhero,2010,95,4.2,729,"Animation, Action, Adventure",hindi
Khwada,2015,120,8.7,131,Drama,marathi
Idi Muzhakkam,1980,137.5,6.4,10,Unknown,malayalam
Ram Baloram,2008,148,5.9,144.5,"Action, Drama, Romance",bengali
Varnajalam,2004,137,5.1,11,Action,hindi
Midhya,1990,141,7.5,42,Drama,malayalam
Kanalkkattu,1991,127,6.8,65,"Crime, Drama",malayalam
Patha Basti,1995,127,6.6,61,"Crime, Drama",telugu
Taqdeer Ka Tamasha,1990,217,4.4,37,"Action, Crime, Drama",hindi
Mitrata Ki Yatra,1955,126,6.9,24,Drama,hindi
Miss Kalashankof,1992,137.5,6.4,10,Unknown,urdu
Neenandre Ishta Kano,2013,126,6.9,24,Drama,kannada
Nenu C/o Nuvvu,2020,136,6.7,61.5,"Drama, Romance",telugu
Business Man,2012,133,7.2,9707,"Action, Crime",telugu
Veendum Lisa,1987,112,4.5,11,Horror,malayalam
Sacramento River,2017,120,6,32,Thriller,punjabi
Maan Sanman,2009,132,7.9,10,"Drama, Family",marathi
Manasi,1990,119,6.9,24,Drama,bengali
Manasu Mamata,1990,132,7.8,22,"Drama, Family",telugu
The Last Evening on Earth,2015,3,6.5,6,"Short, Drama, Sci-Fi",nepali
Dambis,2011,113,7.1,16,"Comedy, Drama, Family",marathi
Chashme Buddoor,1981,145,8,2296,"Comedy, Family, Romance",hindi
Aashirwad Chhathi Maiya Ke,2019,126,6.9,24,Drama,bhojpuri
Nek Parveen,1982,126,6.9,24,Drama,hindi
Desh,2002,130,5.1,47,Drama,bengali
Mallepuvvu,2008,133,1.2,6,Romance,telugu
Kallukkul Eeram,1980,137.5,5.8,16,Unknown,tamil
Candle March,2014,114,5.95,17.5,Crime,marathi
Soundharyalahari,2002,62,6.4,10,Unknown,malayalam
Mudivilla Aarambam,1984,137.5,6.4,10,Unknown,tamil
Somavara Vratha Mahatyam,1963,130,6.9,24,Drama,telugu
Ek Faisla,1942,126,6.9,24,Drama,hindi
Apoorva,2016,140,6.5,52,"Romance, Thriller",kannada
Bihari Gumchhawala,2020,124,6.5,18,Family,bhojpuri
Bumper Draw,2015,130,4.8,39,Comedy,hindi
Dhooramarigey,1980,137.5,6.4,10,Unknown,tamil
Very Good Dunya Very Bad Log,1998,126,6.9,24,Drama,urdu
Inspector Garud,2007,145,3.9,196,"Action, Comedy",malayalam
Batasi,1980,126,6.9,24,Drama,bengali
Naach,2004,150,4.2,576,"Drama, Musical, Romance",hindi
Rakta Pushpam,1970,137.5,6.4,10,Unknown,malayalam
Aranmanai Kili,1993,126,6.4,25,Drama,tamil
Viyah 70 Km,2013,134,5.8,84,Comedy,punjabi
Bobbili Raja,1990,155,6.9,186,"Action, Romance",telugu
Ek Jhalak,1957,132,6.6,25,"Drama, Family",hindi
Red is the new Pink,2016,26,8,18,"Short, Comedy, Drama",urdu
Insaan Aur Haiwan,1978,137,5.5,21,Action,hindi
Sneh Bandhan,1940,137.5,6.4,10,Unknown,hindi
Giri,2004,145,5.8,97,"Action, Comedy",tamil
Poramboku,2005,133,3.2,6,Romance,telugu
Bin Baap Ka Beta,1979,130,6.1,42,Comedy,hindi
Pratibimb,2011,112,5,22,Horror,marathi
Cheti Ka Poster,1987,126,6.9,24,Drama,hindi
Padhe Padhe,2013,128,6.2,31,Romance,kannada
Kalluvathukkal Kathreena,2001,102,6.4,10,Unknown,malayalam
Ragalaipuram,2013,126,4.6,18,Drama,tamil
Athra Puttar,1981,160,5.4,416,"Action, Comedy",punjabi
Peele Parbat Kaale Chor,1968,126,6.9,24,Drama,hindi
Nammooru Kunigal,2019,135,6,77,"Action, Drama",kannada
Agnidaah,1985,126,6.9,24,Drama,hindi
Ninneyum Thedi,2001,137.5,6.4,10,Unknown,malayalam
Evvadabba Sommu,1979,137,5.5,21,Action,telugu
Ab Tumhare Hawale Watan Saathiyo,2004,193,4.5,1464,"Action, Drama, War",hindi
Rok Tok,2017,138,6.9,24,Drama,gujarati
Naya Kurushetra,2004,137,5.5,21,Action,hindi
Achena Prem,2011,142,7.2,13,"Drama, Musical, Romance",bengali
Red Swastik,2007,131,2.9,218,"Crime, Drama, Thriller",hindi
Haraner Nat Jamai,1990,119,6.9,24,Drama,bengali
Muthi Bhar Zameen,1996,137,4.8,6,Action,hindi
Patra Chai,2019,113,6.9,24,Drama,bengali
Do Ladke Dono Kadke,1979,125.5,5.9,107,"Comedy, Crime",hindi
Sawaal Majha Premacha,2005,142,6.1,42,Comedy,marathi
Ganga Jaisan Mai Hamar,2004,147,6.9,24,Drama,hindi
Caaravaan,1999,137,5.5,21,Action,hindi
Vamshoddharaka,2015,152,6.6,25,"Drama, Family",kannada
A Flying Jatt,2016,151,3,3993,"Action, Adventure, Comedy",hindi
Aaj Ki Baat,1955,137.5,6.4,10,Unknown,hindi
Maram Trishna,1968,137.5,6.4,10,Unknown,assamese
Nee Bareda Kadambari,1985,126,7.7,15,Drama,kannada
Raju Maharaju,2009,155,6.2,527,Family,telugu
Devatha Manushya,1988,137.5,8.5,56,Unknown,kannada
Texas Times with Umber Ayoob,1998,45,6.75,10,Reality-TV,urdu
Dunya 10 Numberi,1992,137.5,6.4,10,Unknown,urdu
Asiai Sitara,1937,137.5,6.4,10,Unknown,hindi
Naraaz,1985,137.5,2.4,18,Unknown,urdu
Bhaijaan Elo Re,2018,160,7,856,"Action, Adventure, Comedy",bengali
Kolkata Junction,2014,120,6.8,12,Thriller,hindi
Shaitan Ka Pash,1936,137.5,6.4,10,Unknown,hindi
Bole Chudiyan,2021,138,6.5,207.5,"Comedy, Drama, Romance",hindi
Haldikunku,1979,137.5,7.4,5,Unknown,marathi
Nalla Manusukkaran,1997,128,6.1,42,Comedy,tamil
Cool Ganesha,2013,126,6.9,24,Drama,kannada
Thimma,2006,137.5,6.4,10,Unknown,kannada
Mera Farz,1989,137,5.8,18,Action,hindi
Lalluram,2018,126,6.9,24,Drama,hindi
Bhalobasha Karey Koy,2002,143,4.5,11,"Comedy, Crime, Drama",bengali
Devudu,1997,148,6.7,10,Drama,telugu
Shesh Theke Shuru,1974,126,6.9,24,Drama,bengali
Lagnala Jaato Mee,1960,126,6.9,24,Drama,marathi
Uttarer Sur,2012,115,7.2,18,Drama,bengali
Bhakt Raj,1960,152,6.8,718.5,"Adventure, Comedy, Drama",hindi
Ennu Swantham Janakikutty,1998,128,7.5,64,"Drama, Fantasy",malayalam
Naya Barood,2003,137,5.5,21,Action,hindi
Ghar Amar Ghar,1990,122,6.9,24,Drama,bengali
Yesa,2017,154,8.3,22,Drama,tulu
Sahib Bibi Aur Ghulam,1962,152,8.3,1517,"Drama, Musical",oriya
Varum Varunnu Vannu,2003,131,4.6,8,"Comedy, Drama",malayalam
Yugo Yugo Mi Vaat Pahili,1965,137.5,6.4,10,Unknown,marathi
Naganand,1935,137.5,6.4,10,Unknown,hindi
Kalabhimani,1989,137.5,6.4,10,Unknown,kannada
Midnight,1972,133,6.2,31,Romance,hindi
Pita,2012,120,6.6,31,"Drama, War",bengali
Edaina Jaragochu,2019,125,3.9,8,"Comedy, Horror",telugu
Thaiku Oru Thalattu,1986,144,6.7,17,Romance,tamil
Setters,2019,126,5.3,244,Thriller,hindi
Ek Dharti Sone Ki,1978,126,6.9,24,Drama,hindi
College Student,1996,124,6.5,18,Family,telugu
Zulm Ki Zanjeer,1989,125,6,42,"Action, Crime, Drama",hindi
Iniyum Kaanaam,1979,124,6.4,10,Unknown,malayalam
Devra Bhail Deewana,2014,148,5.9,144.5,"Action, Drama, Romance",bhojpuri
Mr. Premi,2015,122,6.9,24,Drama,kannada
Mangu Dada,1970,137,5.5,21,Action,hindi
Kalavaram,2014,132,5.5,21,Action,tamil
Malayala Masom Chingam Onnu,1996,126,4.8,21,Drama,malayalam
Wapas,1943,122,6.6,25,"Drama, Family",hindi
Shekhar Mera Naam,1983,137,5.5,21,Action,hindi
Aararo Aariraro,1989,135,6.8,43,"Drama, Romance",tamil
Gorkha Rachhayak,2009,125,5.5,21,Action,nepali
Mrithunjayam,1988,137.5,6.4,10,Unknown,malayalam
Garm Hava,1974,146,8.1,677,Drama,oriya
Matir Putul,1981,126,6.9,24,Drama,bengali
Annai Kaligambal,2003,136,6.9,24,Drama,tamil
Puthan Panam,2017,147,5.9,1431,"Action, Crime, Thriller",malayalam
Tadanto,2016,120,4.8,11,Thriller,bengali
Memoirs of a Sikh Soldier,2018,113,7.4,68,"Drama, War",punjabi
Mera Mahi,2001,137.5,6.4,10,Unknown,punjabi
Kri,2018,138,5.7,128,"Action, Drama",nepali
Ora Thakey Odharey,1954,93,7.3,48,Drama,bengali
Konthayum Poonoolum,2014,119,5.4,66,"Drama, Romance",malayalam
Valliettan,2000,171,6.6,691,"Action, Drama",malayalam
Puta Tirugisi Nodi,2016,109,8.2,46,Sport,kannada
Mantram,2017,108,4.4,9,Horror,kannada
Usha,1935,122,6.9,24,Drama,hindi
Ilami,2016,108,5.2,21,Drama,tamil
Christmas Rathri,1961,137.5,6.4,10,Unknown,malayalam
Bardo,2021,135,6.9,24,Drama,bengali
Very Good,2018,124,6.5,18,Family,kannada
Peter,2021,126,6.9,24,Drama,marathi
Bou - The Wife,2020,130,5.5,21,Action,bengali
Naane Raja Naane Manthiri,1985,136,7.1,46,"Comedy, Drama",tamil
Bhavum,2004,111,6.5,13,Drama,malayalam
Imon Kalyan,1982,126,4.2,5,Drama,bengali
Teen Kahani,2014,130,6.1,42,Comedy,urdu
Bogda,2018,126,7.2,46,Drama,marathi
Tarzan Sundhari,1988,137.5,6.4,10,Unknown,telugu
Chennai 600028,2007,141,7.9,1871,"Comedy, Romance, Sport",tamil
Solla Thudikkuthu Manasu,1988,137.5,5.1,16,Unknown,tamil
Indulekha S.S. International,1999,137.5,6.4,10,Unknown,malayalam
Damadamm!,2011,122,4,405,"Comedy, Drama, Romance",hindi
Hathkari,1993,137.5,6.4,10,Unknown,urdu
Stay Humble,2020,5,8,17,"Short, Music",nepali
Chalo Ishq Larain,2002,160,4.3,36,"Musical, Comedy, Romance",urdu
Subah Ka Tara,1954,107,5.4,9,Romance,hindi
She: The Movie,2014,108,6,32,Thriller,hindi
Evaru Nenu,2005,121,6.9,24,Drama,telugu
Janmandharam,1988,140,4.9,7,"Action, Comedy, Drama",malayalam
Hum To Mohabbat Karega,2000,153,2.7,376,"Action, Comedy, Romance",hindi
Mangal Pandey,1983,136,5.9,29,"Action, Crime, Drama",hindi
Drugs and Aids,1995,126,6.9,24,Drama,hindi
Maharajavee,1989,137.5,6.4,10,Unknown,malayalam
Nakshe,2020,120,6,32,Thriller,kannada
The Revenge,2018,14,7.95,13.5,"Short, Comedy",malayalam
Dhuen Ki Lakeer,1974,136,6.7,61.5,"Drama, Romance",hindi
Gentle Man Security,1994,137.5,6.4,10,Unknown,malayalam
Ozzy Raja,2006,14,7.95,13.5,"Short, Comedy",urdu
Maa Srimalli,2007,94,6.9,24,Drama,telugu
Injakkadan Mathai & Sons,1993,122,4.8,50,"Action, Comedy, Drama",malayalam
Brahman Kanya,1941,133,6.2,31,Romance,bengali
Pazhani,2008,159,2.8,109,"Action, Drama",tamil
Sanak,2021,139,5.7,134,"Action, Thriller",hindi
Ek Tha Tiger,2012,132,5.5,29333,"Action, Romance, Thriller",hindi
Thakkol,2019,150,5.4,91,Thriller,malayalam
Jernail Singh,1987,137.5,6.4,10,Unknown,punjabi
Sentenced for Love,2004,42,6,106,"Action, Crime, Drama",urdu
Manovancha Phalasiddirastu,2020,126,6.9,24,Drama,hindi
Nizhal Moodiya Nirangal,1983,137.5,6.4,10,Unknown,malayalam
The Cage of Life,2020,126,7.5,22,Drama,hindi
CIA: Coney Island Avenue,2022,127,6.6,61,"Crime, Drama",urdu
Jawan Mard,1966,130,6.9,166,"Action, Adventure, Drama",hindi
Musugu Donga,1985,130,6.9,24,Drama,telugu
Kisan Aur Bhagwan,1974,142,6.1,15,"Action, Comedy, Drama",hindi
Dhaana Soora Karna,1940,152.5,7.3,461,"Action, Drama, History",tamil
Collector Vijaya,1987,137.5,6.4,10,Unknown,telugu
Veerana,1988,135,6.6,694,"Action, Drama, Horror",hindi
Dilan Dy Sauday,1983,137.5,6.4,10,Unknown,punjabi
Ragile Gundelu,1985,127,4,896,Drama,telugu
Yaar Maar,1997,134.5,6.75,52.5,"Crime, Drama, Romance",punjabi
Lohu Pronam,1996,126,6.9,24,Drama,bengali
Vishakapattana Kendram,2019,126,6.9,24,Drama,telugu
Pistha,1997,152,6.9,65,Comedy,tamil
Sahadharmini,1943,137.5,6.4,10,Unknown,bengali
Deewana Tere Naam Ka,1987,97,5,25,"Drama, Romance",hindi
Chalawa,2020,112,8.9,8,Horror,urdu
Pedaraitu,1952,172,6.4,10,Unknown,telugu
Jayammu Nischayammuu Raa,2016,154,7.2,166,Comedy,telugu
Aayiram Nilavae Vaa,1983,137.5,5.8,15,Unknown,tamil
Nancy an Avenge Manoeuvre,2020,17,8.7,15,"Short, Mystery",malayalam
Khushiya,1973,130,6.6,10,Musical,punjabi
Sarbahara,1948,126,6.9,24,Drama,bengali
The Zoya Factor,2019,134,4.2,2054,"Comedy, Drama, Romance",hindi
Nafrat Ki Aandhi,1989,130,5.1,22,"Action, Adventure, Drama",gujarati
Babul Daku,1975,137,5.5,21,Action,punjabi
Charithram,1989,125,7.2,109,"Mystery, Thriller",malayalam
Vadagai Veedu,1981,126,6.9,24,Drama,tamil
Sreemati Hansaraj,1989,126,6.9,24,Drama,bengali
Kashyasathi Premasathi,1987,133,6.2,31,Romance,marathi
Beqabu,1996,139.5,4.2,57,"Action, Drama, Family",hindi
Balaram,2000,126,6.9,24,Drama,telugu
Shala,2011,108,8.3,1749,Romance,marathi
Saleem,2009,120,4.5,1554,"Action, Comedy",telugu
Minnale,2001,171,7.6,1793,"Comedy, Drama, Romance",tamil
Khadtal,2006,91,6.7,132,"Comedy, Drama, Family",hindi
O Seni Mai,2016,5,8,17,"Short, Music",assamese
Mumtaz Mahal,1957,126,6.9,24,Drama,hindi
Tukrana Kathe,1982,137.5,6.4,10,Unknown,kannada
3rd November,2016,112,5,22,Horror,hindi
Prajapati,1993,164,6.9,24,Drama,bengali
Murai Mapillai,1995,133,5.3,7,Romance,tamil
A Peck on the Cheek,2002,136,8.4,7661,"Action, Drama, War",tamil
Pattiyal,2006,140,7.1,371,Crime,tamil
Ningal Camera Nireekshanathilaanu,2019,117,7,5,"Crime, Thriller",malayalam
Jagan Mohini,1951,137,5.3,6,"Drama, Horror",kannada
Total Dhamaal,2019,130,4.2,5509,"Action, Adventure, Comedy",hindi
Artists in Jewstreet,2020,21,8.4,9,"Documentary, Short",malayalam
Vazir,1994,141.5,7.9,54,"Action, Crime, Drama",marathi
Kandukondain Kandukondain,2000,151,7.6,2655,"Drama, Romance",tamil
Samaychakra - The Time Slot,2017,140,6.5,8,Family,gujarati
The Unsound,2013,105,4.6,24,Thriller,hindi
Ek Aur Prem Kahani,2004,133,6.2,31,Romance,hindi
Kadhayulloru Pennu,2015,126,6.9,24,Drama,malayalam
Ketan Chettri: Lai Lai,2018,5,8,17,"Short, Music",nepali
Anjana 2007,2007,74,6.1,164,"Comedy, Romance",assamese
Chandraguptha Chanakya,1940,126,7.15,12,History,tamil
Ji Chahta Hai,1964,99,5.9,15,"Drama, Family",hindi
Shradha,1984,98,6.6,25,"Drama, Family",marathi
Pazhassi Raja,1964,137.5,8.1,25,Unknown,malayalam
Ten O'Clock,1958,137.5,6.4,10,Unknown,hindi
Maa Kasam Badla Loonga,1990,137,5.5,21,Action,hindi
Sarpam,1979,137.5,6.4,10,Unknown,malayalam
Krishna Babu,1999,150,5.1,18,"Crime, Drama",telugu
Aate Di Chidi,2018,140,4.8,105,"Comedy, Drama",punjabi
Saranam Gacchami,2017,137,7.8,13,Action,telugu
Uchakattam,1980,141,6.9,24,Drama,tamil
Pelli Kaanuka,1960,126,7.2,15,Drama,telugu
Kuzhal,2018,6,7.95,13.5,"Short, Comedy",malayalam
Ek Bar Mooskura Do,1972,132,6.1,19,"Drama, Family",hindi
Namari Baanchey,2018,7,8,17,"Short, Music",nepali
Toote Khilone,1978,136,5.7,12,Drama,hindi
Dulhan Wahi Jo Piya Man Bhaaye,1977,165,7.9,60,"Musical, Drama, Family",hindi
